Table_Number,Table_name,Table_sub_name,Breakdown,Section,Units,Value,Time_Period,Footnotes
Table 23,Business employment data – filled jobs and total earnings,By business type,Filled jobs,All New Zealand Businesses,Counts,2115970,2020_12,1 and 2 and 3 and 4
Table 23,Business employment data – filled jobs and total earnings,By business type,Filled jobs,All New Zealand Businesses,Counts,2109030,2021_03,1 and 2 and 3 and 4
Table 23,Business employment data – filled jobs and total earnings,By business type,Filled jobs,Maori authorities,Counts,11940,2019_03,1 and 2 and 3 and 4
Table 23,Business employment data – filled jobs and total earnings,By business type,Filled jobs,Maori authorities,Counts,12190,2019_06,1 and 2 and 3 and 4
Table 23,Business employment data – filled jobs and total earnings,By business type,Filled jobs,Maori authorities,Counts,12420,2019_09,1 and 2 and 3 and 4
Table 23,Business employment data – filled jobs and total earnings,By business type,Filled jobs,Maori authorities,Counts,12630,2019_12,1 and 2 and 3 and 4
Table 23,Business employment data – filled jobs and total earnings,By business type,Filled jobs,Maori authorities,Counts,12370,2020_03,1 and 2 and 3 and 4
Table 23,Business employment data – filled jobs and total earnings,By business type,Filled jobs,Maori authorities,Counts,11930,2020_06,1 and 2 and 3 and 4
Table 23,Business employment data – filled jobs and total earnings,By business type,Filled jobs,Maori authorities,Counts,11430,2020_09,1 and 2 and 3 and 4
Table 23,Business employment data – filled jobs and total earnings,By business type,Filled jobs,Maori authorities,Counts,12260,2020_12,1 and 2 and 3 and 4
Table 23,Business employment data – filled jobs and total earnings,By business type,Filled jobs,Maori authorities,Counts,11950,2021_03,1 and 2 and 3 and 4
Table 23,Business employment data – filled jobs and total earnings,By business type,Filled jobs,Maori Small to Medium Enterprises,Counts,12140,2019_03,1 and 2 and 3 and 4 and 6
Table 23,Business employment data – filled jobs and total earnings,By business type,Filled jobs,Maori Small to Medium Enterprises,Counts,12000,2019_06,1 and 2 and 3 and 4 and 6
Table 23,Business employment data – filled jobs and total earnings,By business type,Filled jobs,Maori Small to Medium Enterprises,Counts,12210,2019_09,1 and 2 and 3 and 4 and 6
Table 23,Business employment data – filled jobs and total earnings,By business type,Filled jobs,Maori Small to Medium Enterprises,Counts,12150,2019_12,1 and 2 and 3 and 4 and 6
Table 23,Business employment data – filled jobs and total earnings,By business type,Filled jobs,Maori Small to Medium Enterprises,Counts,12010,2020_03,1 and 2 and 3 and 4 and 6
Table 23,Business employment data – filled jobs and total earnings,By business type,Filled jobs,Maori Small to Medium Enterprises,Counts,11330,2020_06,1 and 2 and 3 and 4 and 6
Table 23,Business employment data – filled jobs and total earnings,By business type,Filled jobs,Maori Small to Medium Enterprises,Counts,11310,2020_09,1 and 2 and 3 and 4 and 6
Table 23,Business employment data – filled jobs and total earnings,By business type,Filled jobs,Maori Small to Medium Enterprises,Counts,11170,2020_12,1 and 2 and 3 and 4 and 6
Table 23,Business employment data – filled jobs and total earnings,By business type,Filled jobs,Maori Small to Medium Enterprises,Counts,11530,2021_03,1 and 2 and 3 and 4 and 6
Table 23,Business employment data – filled jobs and total earnings,By business type,Filled jobs,Maori Tourism,Counts,10070,2019_03,1 and 2 and 3 and 4 and 7
Table 23,Business employment data – filled jobs and total earnings,By business type,Filled jobs,Maori Tourism,Counts,10960,2019_06,1 and 2 and 3 and 4 and 7
Table 23,Business employment data – filled jobs and total earnings,By business type,Filled jobs,Maori Tourism,Counts,10000,2019_09,1 and 2 and 3 and 4 and 7
Table 23,Business employment data – filled jobs and total earnings,By business type,Filled jobs,Maori Tourism,Counts,9680,2019_12,1 and 2 and 3 and 4 and 7
Table 23,Business employment data – filled jobs and total earnings,By business type,Filled jobs,Maori Tourism,Counts,"9,250",2020_03,1 and 2 and 3 and 4 and 7
Table 23,Business employment data – filled jobs and total earnings,By business type,Filled jobs,Maori Tourism,Counts,8620,2020_06,1 and 2 and 3 and 4 and 7
Table 23,Business employment data – filled jobs and total earnings,By business type,Filled jobs,Maori Tourism,Counts,7310,2020_09,1 and 2 and 3 and 4 and 7
Table 23,Business employment data – filled jobs and total earnings,By business type,Filled jobs,Maori Tourism,Counts,7760,2020_12,1 and 2 and 3 and 4 and 7
Table 23,Business employment data – filled jobs and total earnings,By business type,Filled jobs,Maori Tourism,Counts,7260,2021_03,1 and 2 and 3 and 4 and 7
Table 23,Business employment data – filled jobs and total earnings,By business type,Total earnings,All New Zealand Businesses,Million dollars,29796,2019_03,1 and 2 and 3 and 4
Table 23,Business employment data – filled jobs and total earnings,By business type,Total earnings,All New Zealand Businesses,Million dollars,31496,2019_06,1 and 2 and 3 and 4
Table 23,Business employment data – filled jobs and total earnings,By business type,Total earnings,All New Zealand Businesses,Million dollars,31802,2019_09,1 and 2 and 3 and 4
Table 23,Business employment data – filled jobs and total earnings,By business type,Total earnings,All New Zealand Businesses,Million dollars,34469,2019_12,1 and 2 and 3 and 4
Table 23,Business employment data – filled jobs and total earnings,By business type,Total earnings,All New Zealand Businesses,Million dollars,31709,2020_03,1 and 2 and 3 and 4
Table 23,Business employment data – filled jobs and total earnings,By business type,Total earnings,All New Zealand Businesses,Million dollars,31739,2020_06,1 and 2 and 3 and 4
Table 23,Business employment data – filled jobs and total earnings,By business type,Total earnings,All New Zealand Businesses,Million dollars,33578,2020_09,1 and 2 and 3 and 4
Table 23,Business employment data – filled jobs and total earnings,By business type,Total earnings,All New Zealand Businesses,Million dollars,34066,2020_12,1 and 2 and 3 and 4
Table 23,Business employment data – filled jobs and total earnings,By business type,Total earnings,All New Zealand Businesses,Million dollars,33799,2021_03,1 and 2 and 3 and 4
Table 23,Business employment data – filled jobs and total earnings,By business type,Total earnings,Maori authorities,Million dollars,162,2019_03,1 and 2 and 3 and 4
Table 23,Business employment data – filled jobs and total earnings,By business type,Total earnings,Maori authorities,Million dollars,180,2019_06,1 and 2 and 3 and 4
Table 23,Business employment data – filled jobs and total earnings,By business type,Total earnings,Maori authorities,Million dollars,178,2019_09,1 and 2 and 3 and 4
Table 23,Business employment data – filled jobs and total earnings,By business type,Total earnings,Maori authorities,Million dollars,202,2019_12,1 and 2 and 3 and 4
Table 23,Business employment data – filled jobs and total earnings,By business type,Total earnings,Maori authorities,Million dollars,173,2020_03,1 and 2 and 3 and 4
